1,"BookTitle","The Hidden Words ","隐言经","隱言經"
280,"MainText","Have ye forgotten that true and radiant morn, when in those hallowed and blessed surroundings ye were all gathered in My presence beneath the shade of the tree of life, which is planted in the all-glorious paradise? Awestruck ye listened as I gave utterance to these three most holy words: O friends! Prefer not your will to Mine, never desire that which I have not desired for you, and approach Me not with lifeless hearts, defiled with worldly desires and cravings. Would ye but sanctify your souls, ye would at this present hour recall that place and those surroundings, and the truth of My utterance should be made evident unto all of you. ","在那神圣与赐福环绕下，在那荣光乐园的生命之树的绿荫下，你们聚集在我的跟前，难道你已忘记那真实明媚的早晨吗？你们曾懔然敬畏地聆听我宣说那最神圣的三句话语：啊！朋友们！不要视你的愿望重於我的愿望；凡非我所期望於你的，别贪恋它；不要以毫无生气且被世俗与贪婪所渎亵的心来亲近我。只要你们能洁净你们的灵魂，便立刻能回想起那个地方，那个意境，而我那些话语的真理将在你们身上得到证实。 ","在那神聖與賜福環繞下，在那榮光樂園的生命之樹的綠蔭下，你們聚集在我的跟前，難道你已忘記那真實明媚的早晨嗎？你們曾懍然敬畏地聆聽我宣說那最神聖的三句話語：啊！朋友們！不要視你的願望重於我的願望；凡非我所期望於你的，別貪戀它；不要以毫無生氣且被世俗與貪婪所瀆褻的心來親近我。只要你們能潔淨你們的靈魂，便立刻能回想起那個地方，那個意境，而我那些話語的真理將在你們身上得到證實。 "
281,"Additional line","In the eighth of the most holy lines, in the fifth Tablet of Paradise, He saith:","在乐园经第五章，最神圣之第八节，祂说：","在樂園經第五章，最神聖之第八節，祂說："
282,"PassageNumber",20,20,20
283,"Invocation","O Ye That Are Lying as Dead on the Couch of Heedlessness! ","你们像死了的睡在怠慢之褟者啊！","你們像死了的睡在怠慢之褟者啊！"
284,"MainText","Ages have passed and your precious lives are well-nigh ended, yet not a single breath of purity hath reached Our court of holiness from you. Though immersed in the ocean of misbelief, yet with your lips ye profess the one true faith of God. Him whom I abhor ye have loved, and of My foe ye have made a friend. Notwithstanding, ye walk on My earth complacent and self-satisfied, heedless that My earth is weary of you and everything within it shunneth you. Were ye but to open your eyes, ye would, in truth, prefer a myriad griefs unto this joy, and would count death itself better than this life. ","岁月流逝，你宝贵的生命将终，却还没有一丝纯洁之思吹到我神圣之庭。虽已沉溺於不信之海，你嘴上却还表示是真信仰上帝。我所厌恶的，你却爱他；我的敌人，你却跟他交朋友。你虽然自得意满的在我的世界上走动，却没想到我的世界已厌弃你，而万物都远离了你。只要你睁开双眼，真的，你将宁可千忧万虑，也胜似这样的欢乐，宁可死，也不愿如此偷生。","歲月流逝，你寶貴的生命將終，卻還沒有一絲純潔之思吹到我神聖之庭。雖已沉溺於不信之海，你嘴上卻還表示是真信仰上帝。我所厭惡的，你卻愛他；我的敵人，你卻跟他交朋友。你雖然自得意滿的在我的世界上走動，卻沒想到我的世界已厭棄你，而萬物都遠離了你。只要你睜開雙眼，真的，你將寧可千憂萬慮，也勝似這樣的歡樂，寧可死，也不願如此偷生。"
285,"PassageNumber",21,21,21
286,"Invocation","O Moving Form of Dust! ","尘土上的活物啊！","塵土上的活物啊！"
287,"MainText","I desire communion with thee, but thou wouldst put no trust in Me. The sword of thy rebellion hath felled the tree of thy hope. At all times I am near unto thee, but thou art ever far from Me. Imperishable glory I have chosen for thee, yet boundless shame thou hast chosen for thyself. While there is yet time, return, and lose not thy chance. ","我渴望与你灵交，你却不信任我。你背叛之箭已伐倒了你的希望之树。我时时在你左右，你却疏远我。我为你选择了永不灭的荣光，你却给自己撷取无限的羞辱。趁为时未晚，回来吧，不要失去你的机会。 ","我渴望與你靈交，你卻不信任我。你背叛之箭已伐倒了你的希望之樹。我時時在你左右，你卻疏遠我。我為你選擇了永不滅的榮光，你卻給自己擷取無限的羞辱。趁為時未晚，回來吧，不要失去你的機會。 "
288,"PassageNumber",22,22,22
289,"Invocation","O Son of Desire! ","欲望之子啊！","慾望之子啊！"
290,"MainText","The learned and the wise have for long years striven and failed to attain the presence of the All-Glorious; they have spent their lives in search of Him, yet did not behold the beauty of His countenance. Thou without the least effort didst attain thy goal, and without search hast obtained the object of thy quest. Yet, notwithstanding, thou didst remain so wrapt in the veil of self, that thine eyes beheld not the beauty of the Beloved, nor did thy hand touch the hem of His robe. Ye that have eyes, behold and wonder. ","学者和智者们，挣扎多年，到不了至为荣耀者面前；他们尽终生之力寻求祂，却不曾见到圣容之美。你不费吹灰之力，却达到你的目标；不曾探求，却获得你所探索的对象，然而，你却还紧紧地留在你自己的蔽障里，使你的眼见不到受钟爱者之圣美，你的手也摸不着祂圣袍之边。有眼的你，看且惊叹吧！ ","學者和智者們，掙扎多年，到不了至為榮耀者面前；他們盡終生之力尋求祂，卻不曾見到聖容之美。你不費吹灰之力，卻達到你的目標；不曾探求，卻獲得你所探索的對象，然而，你卻還緊緊地留在你自己的蔽障裡，使你的眼見不到受鐘愛者之聖美，你的手也摸不著祂聖袍之邊。有眼的你，看且驚嘆吧！ "
291,"PassageNumber",23,23,23
292,"Invocation","O Dwellers in the City of Love! ","爱城的居民啊！","愛城的居民啊！"
293,"MainText","Mortal blasts have beset the everlasting candle, and the beauty of the celestial Youth is veiled in the darkness of dust. The chief of the monarchs of love is wronged by the people of tyranny and the dove of holiness lies prisoned in the talons of owls. The dwellers in the pavilion of glory and the celestial concourse bewail and lament, while ye repose in the realm of negligence, and esteem yourselves as of the true friends. How vain are your imaginings! ","致命的疾风围绕着永恒之烛，天国神圣青年之美障蔽於尘雾的黑黯里。仁爱之主被暴民苛待，圣洁之鸽沦为鸱枭利爪下的俘虏。荣耀之幕与天国居民们叹息哀伤，而你却在怠惰之境里安睡，且自居为真朋挚友。你的想像是多麽虚妄啊！ ","致命的疾風圍繞著永恒之燭，天國神聖青年之美障蔽於塵霧的黑黯裡。仁愛之主被暴民苛待，聖潔之鴿淪為鴟梟利爪下的俘虜。榮耀之幕與天國居民們嘆息哀傷，而你卻在怠惰之境裡安睡，且自居為真朋摯友。你的想像是多麼虛妄啊！ "
294,"PassageNumber",24,24,24
295,"Invocation","O Ye That Are Foolish, Yet Have a Name to Be Wise! ","你这愚蠢而名为智者啊！","你這愚蠢而名為智者啊！"
296,"MainText","Wherefore do ye wear the guise of shepherds, when inwardly ye have become wolves, intent upon My flock? Ye are even as the star, which riseth ere the dawn, and which, though it seem radiant and luminous, leadeth the wayfarers of My city astray into the paths of perdition. ","当你内心已成狡狼，你为何还穿着牧人的衣裳，觊觎着我的群羊呢？你甚至像在黎明前升起的星星，看来虽光耀璀璨，却引领我城的旅人误入那灭亡之途。 ","當你內心已成狡狼，你為何還穿著牧人的衣裳，覬覦著我的群羊呢？你甚至像在黎明前昇起的星星，看來雖光耀璀璨，卻引領我城的旅人誤入那滅亡之途。 "
297,"PassageNumber",25,25,25
298,"Invocation","O Ye Seeming Fair Yet Inwardly Foul! ","你外似明慧而内实愚蠢者啊！","你外似明慧而內實愚蠢者啊！"
299,"MainText","Ye are like clear but bitter water, which to outward seeming is crystal pure but of which, when tested by the divine Assayer, not a drop is accepted. Yea, the sunbeam falls alike upon the dust and the mirror, yet differ they in reflection even as doth the star from the earth: nay, immeasurable is the difference! ","你像清澈而苦涩的水，外表像水晶似的洁净，而经神圣试金者的验证，却一滴也不能饮用。真确的，太阳光同样普照於大地与镜子上，反映的光之不同，就像星星和地球之相异般。是的，这差别是无可计量的！ ","你像清澈而苦澀的水，外表像水晶似的潔淨，而經神聖試金者的驗證，卻一滴也不能飲用。真確的，太陽光同樣普照於大地與鏡子上，反映的光之不同，就像星星和地球之相異般。是的，這差別是無可計量的！ "
300,"PassageNumber",26,26,26
301,"Invocation","O My Friend in Word! ","自为吾友者啊！","自為吾友者啊！"
302,"MainText","Ponder awhile. Hast thou ever heard that friend and foe should abide in one heart? Cast out then the stranger, that the Friend may enter His home. ","沉思一下，你听过朋友和敌人应该同住在一颗心中吗？把异客赶走吧，让圣友进入祂的居所。 ","沉思一下，你聽過朋友和敵人應該同住在一顆心中嗎？把異客趕走吧，讓聖友進入祂的居所。 "
303,"PassageNumber",27,27,27
304,"Invocation","O Son of Dust! ","尘土之子啊！","塵土之子啊！"
305,"MainText","All that is in heaven and earth I have ordained for thee, except the human heart, which I have made the habitation of My beauty and glory; yet thou didst give My home and dwelling to another than Me; and whenever the manifestation of My holiness sought His own abode, a stranger found He there, and, homeless, hastened unto the sanctuary of the Beloved. Notwithstanding I have concealed thy secret and desired not thy shame. ","除我之圣美及荣耀所居住的人心外，我已令喻将天国与世间的一切注定属於你；然而，你竟将我的居所给了别人，只要当我神圣的显示者寻觅祂的居所时，祂都在那里遇到异客，无家的祂，急忙着奔驰至其所挚爱者的圣堂，可是，我还是隐瞒着你的秘密，不愿你因此蒙羞。 ","除我之聖美及榮耀所居住的人心外，我已令喻將天國與世間的一切註定屬於你；然而，你竟將我的居所給了別人，只要當我神聖的顯示者尋覓祂的居所時，祂都在那裡遇到異客，無家的祂，急忙著奔馳至其所摯愛者的聖堂，可是，我還是隱瞞著你的祕密，不願你因此蒙羞。 "
306,"PassageNumber",28,28,28
307,"Invocation","O Essence of Desire! ","欲望之本质啊！","慾望之本質啊！"
308,"MainText","At many a dawn have I turned from the realms of the Placeless unto thine abode, and found thee on the bed of ease busied with others than Myself. Thereupon, even as the flash of the spirit, I returned to the realms of celestial glory and breathed it not in My retreats above unto the hosts of holiness. ","在好几次黎明时分，我从那神圣虚无之境来到你的居所，都看见你在逸乐的床褟忙着尘俗的玩意。於是立刻在灵光的一瞥中，我回到那神圣荣耀之境，却不曾把它透露给在我天上隐居处之众天使。 ","在好幾次黎明時分，我從那神聖虛無之境來到你的居所，都看見你在逸樂的床褟忙著塵俗的玩意。於是立刻在靈光的一瞥中，我回到那神聖榮耀之境，卻不曾把它透露給在我天上隱居處之眾天使。 "
309,"PassageNumber",29,29,29
310,"Invocation","O Son of Bounty! ","恩宠之子啊！","恩寵之子啊！"
311,"MainText","Out of the wastes of nothingness, with the clay of My command I made thee to appear, and have ordained for thy training every atom in existence and the essence of all created things. Thus, ere thou didst issue from thy mother’s womb, I destined for thee two founts of gleaming milk, eyes to watch over thee, and hearts to love thee. Out of My loving-kindness, ’neath the shade of My mercy I nurtured thee, and guarded thee by the essence of My grace and favor. And My purpose in all this was that thou mightest attain My everlasting dominion and become worthy of My invisible bestowals. And yet heedless thou didst remain, and when fully grown, thou didst neglect all My bounties and occupied thyself with thine idle imaginings, in such wise that thou didst become wholly forgetful, and, turning away from the portals of the Friend didst abide within the courts of My enemy. ","从一无所有的荒墟中，我用诫命之土塑造了你，并注定为你的教养赋予万有之元和群生之质。就在你尚未从娘胎出来之前，我为你命定了两股光明的乳泉，护佑你的眼及爱你的心。出自於我的爱，我在慈悲的庇荫下抚育你，并以我的恩惠与爱顾导护你。这一切的目的都只望你能进入我的永生之国并受得起我无形的恩赐。然而，你还是轻率怠慢，当你成长後，你竟忽视了我一切的恩赐，只徒忙你无用的空想。如此你甚至完全忘怀地离开圣友之门。而住进我敌人之庭宇。 ","從一無所有的荒墟中，我用誡命之土塑造了你，並註定為你的教養賦予萬有之元和群生之質。就在你尚未從娘胎出來之前，我為你命定了兩股光明的乳泉，護佑你的眼及愛你的心。出自於我的愛，我在慈悲的庇蔭下撫育你，並以我的恩惠與愛顧導護你。這一切的目的都只望你能進入我的永生之國並受得起我無形的恩賜。然而，你還是輕率怠慢，當你成長後，你竟忽視了我一切的恩賜，只徒忙你無用的空想。如此你甚至完全忘懷地離開聖友之門。而住進我敵人之庭宇。 "
312,"PassageNumber",30,30,30
313,"Invocation","O Bondslave of the World! ","世俗的桎梏之奴啊！","世俗的桎梏之奴啊！"
314,"MainText","Many a dawn hath the breeze of My loving-kindness wafted over thee and found thee upon the bed of heedlessness fast asleep. Bewailing then thy plight it returned whence it came. ","好几次黎明，我仁慈的和风吹拂你，却只见你在怠慢之床熟睡。我为你的誓约而悲伤。 ","好幾次黎明，我仁慈的和風吹拂你，卻只見你在怠慢之床熟睡。我為你的誓約而悲傷。 "
315,"PassageNumber",31,31,31
316,"Invocation","O Son of Earth! ","大地之子啊！","大地之子啊！"
317,"MainText","Wouldst thou have Me, seek none other than Me; and wouldst thou gaze upon My beauty, close thine eyes to the world and all that is therein; for My will and the will of another than Me, even as fire and water, cannot dwell together in one heart. ","如果你心里有我，就别再寻求其他。如果你凝视我的圣美，就忽视世俗之一切；因为，我的意旨和非我者的意旨，就像火跟水一样，是不能在同一个心里共处的。 ","如果你心裡有我，就別再尋求其他。如果你凝視我的聖美，就忽視世俗之一切；因為，我的意旨和非我者的意旨，就像火跟水一樣，是不能在同一個心裡共處的。 "
318,"PassageNumber",32,32,32
319,"Invocation","O Befriended Stranger! ","被照顾的生客啊！","被照顧的生客啊！"
320,"MainText","The candle of thine heart is lighted by the hand of My power, quench it not with the contrary winds of self and passion. The healer of all thine ills is remembrance of Me, forget it not. Make My love thy treasure and cherish it even as thy very sight and life. ","你心里的烛光乃是我权柄之手所点亮，不要用自私与情欲的逆风吹熄它。治疗你一切病苦的良方是对我的怀念，可别忘记。让我的爱成为你的宝藏，并把它当作你自己与生命般的珍惜它。 ","你心裡的燭光乃是我權柄之手所點亮，不要用自私與情慾的逆風吹熄它。治療你一切病苦的良方是對我的懷念，可別忘記。讓我的愛成為你的寶藏，並把它當作你自己與生命般的珍惜它。 "
321,"PassageNumber",33,33,33
322,"Invocation","O My Brother! ","我的兄弟啊！","我的兄弟啊！"
323,"MainText","Hearken to the delightsome words of My honeyed tongue, and quaff the stream of mystic holiness from My sugar-shedding lips. Sow the seeds of My divine wisdom in the pure soil of thy heart, and water them with the water of certitude, that the hyacinths of My knowledge and wisdom may spring up fresh and green in the sacred city of thy heart. ","听我甘美之舌讲出的愉快话语，畅饮我甜蜜之唇流出的玄秘圣洁之泉。把我神圣智慧的种籽播在你纯净的心田，而以笃信之水灌溉它，使我见识与智慧的蓓蕾能鲜绿地滋长在你心之圣城里。 ","聽我甘美之舌講出的愉快話語，暢飲我甜蜜之唇流出的玄秘聖潔之泉。把我神聖智慧的種籽播在你純淨的心田，而以篤信之水灌溉它，使我見識與智慧的蓓蕾能鮮綠地滋長在你心之聖城裡。 "
324,"PassageNumber",34,34,34
325,"Invocation","O Dwellers of My Paradise! ","我乐园之民啊！","我樂園之民啊！"
326,"MainText","With the hands of loving-kindness I have planted in the holy garden of paradise the young tree of your love and friendship, and have watered it with the goodly showers of My tender grace; now that the hour of its fruiting is come, strive that it may be protected, and be not consumed with the flame of desire and passion. ","我用慈悲的双手把你友爱的幼苗种在乐园的圣圃里，并以我恩宠之甘霖灌溉它；现在，它结果的时辰到了，你要竭力保护它，别让情欲之焰销毁了它。 ","我用慈悲的雙手把你友愛的幼苗種在樂園的聖圃裡，並以我恩寵之甘霖灌溉它；現在，它結果的時辰到了，你要竭力保護它，別讓情慾之燄銷毀了它。 "
327,"PassageNumber",35,35,35
328,"Invocation","O My Friends! ","朋友啊！","朋友啊！"
329,"MainText","Quench ye the lamp of error, and kindle within your hearts the everlasting torch of divine guidance. For ere long the assayers of mankind shall, in the holy presence of the Adored, accept naught but purest virtue and deeds of stainless holiness. ","熄灭那谬误的灯，点亮你心里神圣导引的永生之炬。因为不久人类之试金者将在上帝圣容之前，只接受最纯洁的德性和圣洁无瑕的品行。 ","熄滅那謬誤的燈，點亮你心裡神聖導引的永生之炬。因為不久人類之試金者將在上帝聖容之前，只接受最純潔的德性和聖潔無瑕的品行。 "
330,"PassageNumber",36,36,36
331,"Invocation","O Son of Dust! ","尘土之子啊！","塵土之子啊！"
332,"MainText","The wise are they that speak not unless they obtain a hearing, even as the cup-bearer, who proffereth not his cup till he findeth a seeker, and the lover who crieth not out from the depths of his heart until he gazeth upon the beauty of his beloved. Wherefore sow the seeds of wisdom and knowledge in the pure soil of the heart, and keep them hidden, till the hyacinths of divine wisdom spring from the heart and not from mire and clay. ","除非有人听讲，总不启口的人是智者，就像斟酒者一样，要到他见着寻酒的人，才奉上酒杯，就像个爱人，要到看到他所挚爱者的美貌，才从心底深处叫唤出来一样。因此把知识与智慧的种籽播在你的纯土上，隐藏着它，直到神圣睿智的风信子从你心中而非从泥泞中绽放出来。 ","除非有人聽講，總不啟口的人是智者，就像斟酒者一樣，要到他見著尋酒的人，才奉上酒杯，就像個愛人，要到看到他所摯愛者的美貌，才從心底深處叫喚出來一樣。因此把知識與智慧的種籽播在你的純土上，隱藏著它，直到神聖睿智的風信子從你心中而非從泥濘中綻放出來。 "
333,"Additional line","In the first line of the Tablet it is recorded and written, and within the sanctuary of the tabernacle of God is hidden:","隐藏在上帝的圣幕里，在铭文的第一行，如此记载着：","隱藏在上帝的聖幕裡，在銘文的第一行，如此記載著："
334,"PassageNumber",37,37,37
335,"Invocation","O My Servant! ","我的仆人啊！","我的僕人啊！"
336,"MainText","Abandon not for that which perisheth an everlasting dominion, and cast not away celestial sovereignty for a worldly desire. This is the river of everlasting life that hath flowed from the wellspring of the pen of the merciful; well is it with them that drink! ","不要弃永生之境而将就那难免一死的，不要为世俗的欲念而抛弃圣城。这乃是源自慈悲之笔的永生之河，凡饮用它的都有福了。 ","不要棄永生之境而將就那難免一死的，不要為世俗的慾念而拋棄聖城。這乃是源自慈悲之筆的永生之河，凡飲用它的都有福了。 "
337,"PassageNumber",38,38,38
338,"Invocation","O Son of Spirit! ","灵性之子啊！","靈性之子啊！"
339,"MainText","Burst thy cage asunder, and even as the phoenix of love soar into the firmament of holiness. Renounce thyself and, filled with the spirit of mercy, abide in the realm of celestial sanctity. ","烧毁你的樊笼，像爱之凤凰似地翱翔於圣洁的苍穹。抛弃你的自我，怀着慈悲之灵，住在天上的圣洁之处。 ","燒毀你的樊籠，像愛之鳳凰似地翱翔於聖潔的蒼穹。拋棄你的自我，懷著慈悲之靈，住在天上的聖潔之處。 "
340,"PassageNumber",39,39,39
341,"Invocation","O Offspring of Dust! ","尘土之子啊！","塵土之子啊！"
342,"MainText","Be not content with the ease of a passing day, and deprive not thyself of everlasting rest. Barter not the garden of eternal delight for the dust-heap of a mortal world. Up from thy prison ascend unto the glorious meads above, and from thy mortal cage wing thy flight unto the paradise of the Placeless. ","不要满足於转眼即逝的逸乐，不要抛弃你永恒的安息。不要把永乐之园换取这世俗的一堆尘土。从你的牢狱里出来，升上荣光的绿野。从你尘俗的樊笼里出来，飞向虚无之境的乐园！ ","不要滿足於轉眼即逝的逸樂，不要拋棄你永恆的安息。不要把永樂之園換取這世俗的一堆塵土。從你的牢獄裡出來，昇上榮光的綠野。從你塵俗的樊籠裡出來，飛向虛無之境的樂園！ "
343,"PassageNumber",40,40,40
344,"Invocation","O My Servant! ","我的仆人啊！","我的僕人啊！"
345,"MainText","Free thyself from the fetters of this world, and loose thy soul from the prison of self. Seize thy chance, for it will come to thee no more. ","把你自己从这尘世的羁绊中挣脱出来，并从自我的牢狱中释放你的灵魂。把握你的机会，因它将不会再来。 ","把你自己從這塵世的羈絆中掙脫出來，並從自我的牢獄中釋放你的靈魂。把握你的機會，因它將不會再來。 "
346,"PassageNumber",41,41,41
347,"Invocation","O Son of My Handmaid! ","仆妇之子啊！","僕婦之子啊！"
348,"MainText","Didst thou behold immortal sovereignty, thou wouldst strive to pass from this fleeting world. But to conceal the one from thee and to reveal the other is a mystery which none but the pure in heart can comprehend. ","若你看到永生之国度，你将努力挣脱这瞬息的尘世。可是，天国隐藏不露而世俗却显而易见，这只有纯净之心才能理解的奥秘。 ","若你看到永生之國度，你將努力掙脫這瞬息的塵世。可是，天國隱藏不露而世俗卻顯而易見，這只有純淨之心才能理解的奧秘。 "
349,"PassageNumber",42,42,42
350,"Invocation","O My Servant! ","我的仆人啊！","我的僕人啊！"
351,"MainText","Purge thy heart from malice and, innocent of envy, enter the divine court of holiness. ","洗净你心灵的怨恨，不要为嫉妒玷污，以进入纯洁之圣堂。 ","洗淨你心靈的怨恨，不要為嫉妒玷污，以進入純潔之聖堂。 "
352,"PassageNumber",43,43,43
353,"Invocation","O My Friends! ","我的朋友们啊！","我的朋友們啊！"
354,"MainText","Walk ye in the ways of the good pleasure of the Friend, and know that His pleasure is in the pleasure of His creatures. That is: no man should enter the house of his friend save at his friend’s pleasure, nor lay hands upon his treasures nor prefer his own will to his friend’s, and in no wise seek an advantage over him. Ponder this, ye that have insight! ","走在你圣友喜悦你走的路上，该知道，祂的喜悦就在祂所创造者的喜悦里。这就是：除非他朋友愉悦的应许，谁也不该擅自进入他的屋宇，也不该把手放在他的宝藏上，谁也不该强求朋友听从自己的意愿，且绝不利用朋友。沉思这些，你将具洞察力！ ","走在你聖友喜悅你走的路上，該知道，祂的喜悅就在祂所創造者的喜悅裡。這就是：除非他朋友愉悅的應許，誰也不該擅自進入他的屋宇，也不該把手放在他的寶藏上，誰也不該強求朋友聽從自己的意願，且絕不利用朋友。沉思這些，你將具洞察力！ "
355,"PassageNumber",44,44,44
356,"Invocation","O Companion of My Throne! ","圣座之伴侣啊！","聖座之伴侶啊！"
357,"MainText","Hear no evil, and see no evil, abase not thyself, neither sigh and weep. Speak no evil, that thou mayest not hear it spoken unto thee, and magnify not the faults of others that thine own faults may not appear great; and wish not the abasement of anyone, that thine own abasement be not exposed. Live then the days of thy life, that are less than a fleeting moment, with thy mind stainless, thy heart unsullied, thy thoughts pure, and thy nature sanctified, so that, free and content, thou mayest put away this mortal frame, and repair unto the mystic paradise and abide in the eternal kingdom forevermore. ","勿听邪恶，勿视邪恶，不要贬低自己，也不要叹息流泪。不说邪恶的话，便不会有人对你说这些。不夸大别人的错，你自己的错也不会显得更大；不祈望别人受屈辱，则你自己的屈辱亦不会批露。好好过你的日子吧，此生也不过一瞬。你的知性纯洁，心地无瑕，思想纯正，天性圣洁，如此自如而满足，你就能脱离这凡俗之躯而到达那秘奥的乐园，永住在那不朽的国度。 ","勿聽邪惡，勿視邪惡，不要貶低自己，也不要嘆息流淚。不說邪惡的話，便不會有人對你說這些。不誇大別人的錯，你自己的錯也不會顯得更大；不祈望别人受屈辱，則你自己的屈辱亦不會批露。好好過你的日子吧，此生也不過一瞬。你的知性純潔，心地無瑕，思想純正，天性聖潔，如此自如而滿足，你就能脫離這凡俗之軀而到達那秘奧的樂園，永住在那不朽的國度。 "
358,"PassageNumber",45,45,45
359,"Invocation","Alas! Alas! O Lovers of Worldly Desire! ","啊！啊！尘俗欲念的贪恋者啊！","啊！啊！塵俗慾念的貪戀者啊！"
360,"MainText","Even as the swiftness of lightning ye have passed by the Beloved One, and have set your hearts on satanic fancies. Ye bow the knee before your vain imagining, and call it truth. Ye turn your eyes towards the thorn, and name it a flower. Not a pure breath have ye breathed, nor hath the breeze of detachment been wafted from the meadows of your hearts. Ye have cast to the winds the loving counsels of the Beloved and have effaced them utterly from the tablet of your hearts, and even as the beasts of the field, ye move and have your being within the pastures of desire and passion. ","快如闪电般地，你错过那万物所钟爱者的身边，而把你的心安置在那恶魔般的幻想里。你屈膝在自己的空想之前，当它是真理。你把眼睛转向荆棘，当它是鲜花。你不曾呼吸过一丝纯净的气息，也不曾有超脱羁绊的微风飘荡过你的心田。你把那众所钟爱者之爱的箴言随风抛弃，把它门全然从你 心坎上抹去，甚至像陆地之野兽，你纵情驰骋於情欲的草原上。 ","快如閃電般地，你錯過那萬物所鐘愛者的身邊，而把你的心安置在那惡魔般的幻想裡。你屈膝在自己的空想之前，當它是真理。你把眼睛轉向荆棘，當它是鮮花。你不曾呼吸過一絲純淨的氣息，也不曾有超脫羈絆的微風飄蕩過你的心田。你把那眾所鐘愛者之愛的箴言隨風拋棄，把它門全然從你 心坎上抹去，甚至像陸地之野獸，你縱情馳騁於情慾的草原上。 "
361,"PassageNumber",46,46,46
362,"Invocation","O Brethren in the Path! ","正道上的弟兄啊！","正道上的弟兄啊！"
363,"MainText","Wherefore have ye neglected the mention of the Loved One, and kept remote from His holy presence? The essence of beauty is within the peerless pavilion, set upon the throne of glory, whilst ye busy yourselves with idle contentions. The sweet savors of holiness are breathing and the breath of bounty is wafted, yet ye are all sorely afflicted and deprived thereof. Alas for you and for them that walk in your ways and follow in your footsteps! ","为何你忽视那大慈大悲者，而远离祂的圣容尊前呢？美的精髓乃在绝世的天幕里，在荣光的圣座上，而你却为无用的竞争而忙碌。圣洁的芬芳洋溢着，恩宠的和风吹拂着，你却独自受苦，享受不着。啊！你和那些步着你後尘的人们啊！ ","為何你忽視那大慈大悲者，而遠離祂的聖容尊前呢？美的精髓乃在絕世的天幕裡，在榮光的聖座上，而你卻為無用的競爭而忙碌。聖潔的芬芳洋溢著，恩寵的和風吹拂著，你卻獨自受苦，享受不著。啊！你和那些步著你後塵的人們啊！ "
364,"PassageNumber",47,47,47
365,"Invocation","O Children of Desire! ","欲望之子啊！","慾望之子啊！"
366,"MainText","Put away the garment of vainglory, and divest yourselves of the attire of haughtiness. ","脱去你虚荣的衣冠，抛弃你傲慢的华饰。 ","脫去你虛榮的衣冠，拋棄你傲慢的華飾。 "
367,"Additional line","In the third of the most holy lines writ and recorded in the Ruby Tablet by the pen of the unseen this is revealed:","在第三卷最神圣的诗篇里，不可见之笔记在红宝石书简上记载如下的启示：","在第三卷最神聖的詩篇裡，不可見之筆記在紅寶石書簡上記載如下的啟示："
368,"PassageNumber",48,48,48
369,"Invocation","O Brethren! ","兄弟们啊！","兄弟們啊！"
370,"MainText","Be forbearing one with another and set not your affections on things below. Pride not yourselves in your glory, and be not ashamed of abasement. By My beauty! I have created all things from dust, and to dust will I return them again. ","你们要互相容忍，别眷恋尘俗的事物。别为你的荣华而骄矜，别为你的贫贱而羞怯。凭我的圣美！我已从尘土中创造万物，我亦将使他们复归於尘土。 ","你們要互相容忍，別眷戀塵俗的事物。別為你的榮華而驕矜，別為你的貧賤而羞怯。憑我的聖美！我已從塵土中創造萬物，我亦將使他們復歸於塵土。 "
371,"PassageNumber",49,49,49
372,"Invocation","O Children of Dust! ","尘土之子啊！","塵土之子啊！"
