1,"BookTitle","The Hidden Words ","隐言经","隱言經"
373,"MainText","Tell the rich of the midnight sighing of the poor, lest heedlessness lead them into the path of destruction, and deprive them of the Tree of Wealth. To give and to be generous are attributes of Mine; well is it with him that adorneth himself with My virtues. ","把穷人半夜的哀叹告诉富人，以免怠慢把他们引入毁灭之途，而剥夺他们富贵之圣树。施舍与慷慨是我的德性，那些饰以我德性的人们是荣福甚大的。 ","把窮人半夜的哀嘆告訴富人，以免怠慢把他們引入毀滅之途，而剝奪他們富貴之聖樹。施捨與慷慨是我的德性，那些飾以我德性的人們是榮福甚大的。 "
374,"PassageNumber",50,50,50
375,"Invocation","O Quintessence of Passion! ","情欲之子啊！","情慾之子啊！"
376,"MainText","Put away all covetousness and seek contentment; for the covetous hath ever been deprived, and the contented hath ever been loved and praised. ","舍弃一切贪婪而知止知足；因为贪婪者常被剥夺，而知足者则被赞美与挚爱着。 ","捨棄一切貪婪而知止知足；因為貪婪者常被剝奪，而知足者則被讚美與摯愛著。 "
377,"PassageNumber",51,51,51
378,"Invocation","O Son of My Handmaid! ","我仆妇之子啊！","我僕婦之子啊！"
379,"MainText","Be not troubled in poverty nor confident in riches, for poverty is followed by riches, and riches are followed by poverty. Yet to be poor in all save God is a wondrous gift, belittle not the value thereof, for in the end it will make thee rich in God, and thus thou shalt know the meaning of the utterance, “In truth ye are the poor,” and the holy words, “God is the all-possessing,” shall even as the true morn break forth gloriously resplendent upon the horizon of the lover’s heart, and abide secure on the throne of wealth. ","不要为贫穷而忧烦，也不要因富裕而自满。因为跟着贫穷之後乃是富裕，而富裕之後跟着的又是贫穷。然而能除了拥有上帝外，其他一贫如洗的乃是件不可思议的礼物，不要轻视它的价值，因为它终究将使你富在上帝里。这样，你将了解这句话：﹁实在说你是个穷人。﹂还有这句圣言：﹁上帝是无所不有的。﹂的意思。甚至，你将如真正的黎明，在爱者之心的地平线上，射出璀璨的曙光而安居於富裕之宝座。 ","不要為貧窮而憂煩，也不要因富裕而自滿。因為跟著貧窮之後乃是富裕，而富裕之後跟著的又是貧窮。然而能除了擁有上帝外，其他一貧如洗的乃是件不可思議的禮物，不要輕視它的價值，因為它終究將使你富在上帝裡。這樣，你將了解這句話：﹁實在說你是個窮人。﹂還有這句聖言：﹁上帝是無所不有的。﹂的意思。甚至，你將如真正的黎明，在愛者之心的地平線上，射出璀璨的曙光而安居於富裕之寶座。 "
380,"PassageNumber",52,52,52
381,"Invocation","O Children of Negligence and Passion! ","轻率与情欲之子啊！","輕率與情慾之子啊！"
382,"MainText","Ye have suffered My enemy to enter My house and have cast out My friend, for ye have enshrined the love of another than Me in your hearts. Give ear to the sayings of the Friend and turn towards His paradise. Worldly friends, seeking their own good, appear to love one the other, whereas the true Friend hath loved and doth love you for your own sakes; indeed He hath suffered for your guidance countless afflictions. Be not disloyal to such a Friend, nay rather hasten unto Him. Such is the daystar of the word of truth and faithfulness, that hath dawned above the horizon of the pen of the Lord of all names. Open your ears that ye may hearken unto the word of God, the Help in peril, the Self-Existent. ","你已任意让我的敌人进入我的居所，并驱逐我的朋友，因你心中已奉祀别人的爱，而不是我的。听圣友的话，并转向祂的乐园吧。世俗的朋友们，寻求他们自己的好处，却表现如此互相亲爱，反之，真正的圣友早就为你着想的爱你；真确的，祂为了引导你已受过数不清的苦难。不要对这样的圣友不忠不义，还是赶紧到祂尊前。这乃是真诚之道的太阳，且是由万名之主的笔端破晓的。张开你的耳朵，使你能倾听那救苦救难，那自有永有的上帝的话语。 ","你已任意讓我的敵人進入我的居所，並驅逐我的朋友，因你心中已奉祀別人的愛，而不是我的。聽聖友的話，並轉向祂的樂園吧。世俗的朋友們，尋求他們自己的好處，卻表現如此互相親愛，反之，真正的聖友早就為你著想的愛你；真確的，祂為了引導你已受過數不清的苦難。不要對這樣的聖友不忠不義，還是趕緊到祂尊前。這乃是真誠之道的太陽，且是由萬名之主的筆端破曉的。張開你的耳朵，使你能傾聽那救苦救難，那自有永有的上帝的話語。 "
383,"PassageNumber",53,53,53
384,"Invocation","O Ye that Pride Yourselves on Mortal Riches! ","以瞬息的富贵而自傲的你啊！","以瞬息的富貴而自傲的你啊！"
385,"MainText","Know ye in truth that wealth is a mighty barrier between the seeker and his desire, the lover and his beloved. The rich, but for a few, shall in no wise attain the court of His presence nor enter the city of content and resignation. Well is it then with him, who, being rich, is not hindered by his riches from the eternal kingdom, nor deprived by them of imperishable dominion. By the Most Great Name! The splendor of such a wealthy man shall illuminate the dwellers of heaven even as the sun enlightens the people of the earth! ","你要知道，财富乃是寻求者和他所追求者之间巨大的壁垒，是爱慕者和他所钟爱者之间的藩篱。富人，除了极少数外，将不可能幸临祂的圣容尊前，也不可能进入那知足忍让之城。那不会被他的财富阻碍於永生之国之外，亦不曾因财富而被摒弃於不朽之城的富人是荣福甚大的。凭着最高的圣名！这样的一位富人其荣光将照耀天国之民，就如太阳照亮大地上的子民一样！ ","你要知道，財富乃是尋求者和他所追求者之間巨大的壁壘，是愛慕者和他所鐘愛者之間的藩籬。富人，除了極少數外，將不可能幸臨祂的聖容尊前，也不可能進入那知足忍讓之城。那不會被他的財富阻礙於永生之國之外，亦不曾因財富而被摒棄於不朽之城的富人是榮福甚大的。憑著最高的聖名！這樣的一位富人其榮光將照耀天國之民，就如太陽照亮大地上的子民一樣！ "
386,"PassageNumber",54,54,54
387,"Invocation","O Ye Rich Ones on Earth! ","世上的富人啊！","世上的富人啊！"
388,"MainText","The poor in your midst are My trust; guard ye My trust, and be not intent only on your own ease. ","你们当中的穷人是我所嘱托於你的；护佑他们，别一心一意只顾自己的逸乐。 ","你們當中的窮人是我所囑託於你的；護佑他們，別一心一意只顧自己的逸樂。 "
389,"PassageNumber",55,55,55
390,"Invocation","O Son of Passion! ","情欲之子啊！","情慾之子啊！"
391,"MainText","Cleanse thyself from the defilement of riches and in perfect peace advance into the realm of poverty; that from the wellspring of detachment thou mayest quaff the wine of immortal life. ","从财富的污秽里清洗你自己，平静舒坦地进入贫穷之域；如此你可从那超脱的源泉里畅饮永生之酒。 ","從財富的污穢裡清洗你自己，平靜舒坦地進入貧窮之域；如此你可從那超脫的源泉裡暢飲永生之酒。 "
392,"PassageNumber",56,56,56
393,"Invocation","O My Son! ","人子啊！","人子啊！"
394,"MainText","The company of the ungodly increaseth sorrow, whilst fellowship with the righteous cleanseth the rust from off the heart. He that seeketh to commune with God, let him betake himself to the companionship of His loved ones; and he that desireth to hearken unto the word of God, let him give ear to the words of His chosen ones. ","与不虔诚者作伴会增加忧苦，与正直者结交能涤清心上的尘垢。那寻求与上帝灵交的人，让他致力於与祂所钟爱者交往吧；而那希望倾听上帝之道的人，让他聆听祂的选民之话语。 ","與不虔誠者作伴會增加憂苦，與正直者結交能滌清心上的塵垢。那尋求與上帝靈交的人，讓他致力於與祂所鐘愛者交往吧；而那希望傾聽上帝之道的人，讓他聆聽祂的選民之話語。 "
395,"PassageNumber",57,57,57
396,"Invocation","O Son of Dust! ","尘土之子啊！","塵土之子啊！"
397,"MainText","Beware! Walk not with the ungodly and seek not fellowship with him, for such companionship turneth the radiance of the heart into infernal fire. ","小心！别跟不虔诚者同行，不寻求与他们交往，因为如此的友谊能将一颗心的光辉变成地狱的毒火。 ","小心！别跟不虔誠者同行，不尋求與他們交往，因為如此的友誼能將一顆心的光輝變成地獄的毒火。 "
398,"PassageNumber",58,58,58
399,"Invocation","O Son of My Handmaid! ","我仆妇之子啊！","我僕婦之子啊！"
400,"MainText","Wouldst thou seek the grace of the Holy Spirit, enter into fellowship with the righteous, for he hath drunk the cup of eternal life at the hands of the immortal Cupbearer and even as the true morn doth quicken and illumine the hearts of the dead. ","如果你寻求圣灵的恩泽，就当与公义者为友，因为他曾从神圣不朽的斟酒人手中，啜饮过永生之杯，甚至如真正的曙光，复苏且照耀死寂的心。","如果你尋求聖靈的恩澤，就當與公義者為友，因為他曾從神聖不朽的斟酒人手中，啜飲過永生之杯，甚至如真正的曙光，復甦且照耀死寂的心。"
401,"PassageNumber",59,59,59
402,"Invocation","O Heedless Ones! ","疏忽的人啊！","疏忽的人啊！"
403,"MainText","Think not the secrets of hearts are hidden, nay, know ye of a certainty that in clear characters they are engraved and are openly manifest in the holy Presence. ","不要认为心中之秘密是隐藏着的，你该确切的知道他们是清清楚楚地镌印着，并公然的显现在祂的圣容尊前。 ","不要認為心中之秘密是隱藏著的，你該確切的知道他們是清清楚楚地鐫印著，並公然的顯現在祂的聖容尊前。 "
404,"PassageNumber",60,60,60
405,"Invocation","O Friends! ","朋友们啊！","朋友們啊！"
406,"MainText","Verily I say, whatsoever ye have concealed within your hearts is to Us open and manifest as the day; but that it is hidden is of Our grace and favor, and not of your deserving. ","诚然我说，凡是你已藏在心里的，对我们来说，是如白天似的清晰与显露；然而真正隐秘的是我的恩泽与惠爱，而不是你当然应得的。 ","誠然我說，凡是你已藏在心裡的，對我們來說，是如白天似的清晰與顯露；然而真正隱秘的是我的恩澤與惠愛，而不是你當然應得的。 "
407,"PassageNumber",61,61,61
408,"Invocation","O Son of Man! ","人子啊！","人子啊！"
409,"MainText","A dewdrop out of the fathomless ocean of My mercy I have shed upon the peoples of the world, yet found none turn thereunto, inasmuch as everyone hath turned away from the celestial wine of unity unto the foul dregs of impurity, and, content with mortal cup, hath put away the chalice of immortal beauty. Vile is that wherewith he is contented. ","从我深遂的慈悲之洋里，我把一滴露珠洒向世人，却找不着一个回头领受的。他们个个背离这精纯的天酿而奔向那污秽的糟粕，满足於浮生之杯，抛弃这永恒之美的圣杯。最没价值的，乃是那耽於自足的。 ","從我深遂的慈悲之洋裡，我把一滴露珠洒向世人，卻找不著一個回頭領受的。他們個個背離這精純的天釀而奔向那污穢的糟粕，滿足於浮生之杯，拋棄這永恆之美的聖杯。最沒價值的，乃是那耽於自足的。 "
410,"PassageNumber",62,62,62
411,"Invocation","O Son of Dust! ","尘土之子啊！","塵土之子啊！"
412,"MainText","Turn not away thine eyes from the matchless wine of the immortal Beloved, and open them not to foul and mortal dregs. Take from the hands of the divine Cupbearer the chalice of immortal life, that all wisdom may be thine, and that thou mayest hearken unto the mystic voice calling from the realm of the invisible. Cry aloud, ye that are of low aim! Wherefore have ye turned away from My holy and immortal wine unto evanescent water? ","不要把你的眼睛转离那永生之众所钟爱者的天酿，而而凝视那污秽与尘世的糟粕。从神圣的斟酒者手里接取永生之杯，而获一切的智慧并倾听那不可见之域的玄秘呼唤。大声的哭吧，你见识卑下者啊！为何要舍弃我圣洁不朽的美酒却寻求那浮浅泡幻的水呢？ ","不要把你的眼睛轉離那永生之眾所鐘愛者的天釀，而而凝視那污穢與塵世的糟粕。從神聖的斟酒者手裡接取永生之杯，而獲一切的智慧並傾聽那不可見之域的玄秘呼喚。大聲的哭吧，你見識卑下者啊！為何要捨棄我聖潔不朽的美酒卻尋求那浮淺泡幻的水呢？ "
413,"PassageNumber",63,63,63
414,"Invocation","O Ye Peoples of the World! ","世人啊！","世人啊！"
415,"MainText","Know, verily, that an unforeseen calamity followeth you, and grievous retribution awaiteth you. Think not that which ye have committed hath been effaced in My sight. By My beauty! All your doings hath My pen graven with open characters upon tablets of chrysolite. ","诚然你要知道，无从预料的灾祸正跟着你，悲惨的报应亦等着你。不要认为你的那些行为已从我眼前瞒过。凭着我的圣美！你的一切作为，已用我的笔明明白白地镌刻在贵橄榄石书简上了。 ","誠然你要知道，無從預料的災禍正跟著你，悲慘的報應亦等著你。不要認為你的那些行為已從我眼前瞞過。憑著我的聖美！你的一切作為，已用我的筆明明白白地鐫刻在貴橄欖石書簡上了。 "
416,"PassageNumber",64,64,64
417,"Invocation","O Oppressors on Earth! ","地上的暴君啊！","地上的暴君啊！"
418,"MainText","Withdraw your hands from tyranny, for I have pledged Myself not to forgive any man’s injustice. This is My covenant which I have irrevocably decreed in the preserved tablet and sealed with My seal of glory. ","缩回你残暴的手，因为我已誓言不饶过任何人的恶行。这是我的圣约，我已决不变易的谕令在预存的书简里，且封以我荣耀之印玺。 ","縮回你殘暴的手，因為我已誓言不饒過任何人的惡行。這是我的聖約，我已決不變易的諭令在預存的書簡裡，且封以我榮耀之印璽。 "
419,"PassageNumber",65,65,65
420,"Invocation","O Rebellious Ones! ","背叛者啊！","背叛者啊！"
421,"MainText","My forbearance hath emboldened you and My long-suffering hath made you negligent, in such wise that ye have spurred on the fiery charger of passion into perilous ways that lead unto destruction. Have ye thought Me heedless or that I was unaware? ","我的宽容壮了你的胆。我长久的苦难使你变得怠慢；如此，你已激励了情欲的火种，奔向那灭亡的险路。你曾想过我是漫不经心，或者我全然不知？","我的寬容壯了你的膽。我長久的苦難使你變得怠慢；如此，你已激勵了情慾的火種，奔向那滅亡的險路。你曾想過我是漫不經心，或者我全然不知？"
422,"PassageNumber",66,66,66
423,"Invocation","O Emigrants! ","移居者啊！","移居者啊！"
424,"MainText","The tongue I have designed for the mention of Me, defile it not with detraction. If the fire of self overcome you, remember your own faults and not the faults of My creatures, inasmuch as every one of you knoweth his own self better than he knoweth others. ","我造了你的舌让你赞美我，不要让诽谤糟蹋了它。如果自私的火焰击败了你，记住你自己的错，而不要想我的造物之过失。因为每个人对自己的了解胜过他对别人的认识。 ","我造了你的舌讓你讚美我，不要讓誹謗糟蹋了它。如果自私的火燄擊敗了你，記住你自己的錯，而不要想我的造物之過失。因為每個人對自己的瞭解勝過他對別人的認識。 "
425,"PassageNumber",67,67,67
426,"Invocation","O Children of Fancy! ","幻想之子啊！","幻想之子啊！"
427,"MainText","Know, verily, that while the radiant dawn breaketh above the horizon of eternal holiness, the satanic secrets and deeds done in the gloom of night shall be laid bare and manifest before the peoples of the world. ","诚然你要知道，当耀眼的晨曦在永恒圣洁的地平线上破晓时，於幽暗夜幕下做出穷凶恶极的秘密与恶行，将昭然若揭的显现在世人的面前。","誠然你要知道，當耀眼的晨曦在永恒聖潔的地平線上破曉時，於幽暗夜幕下做出窮兇惡極的秘密與惡行，將昭然若揭的顯現在世人的面前。"
428,"PassageNumber",68,68,68
429,"Invocation","O Weed that Springeth Out of Dust! ","尘土中长出的草啊！","塵土中長出的草啊！"
430,"MainText","Wherefore have not these soiled hands of thine touched first thine own garment, and why with thine heart defiled with desire and passion dost thou seek to commune with Me and to enter My sacred realm? Far, far are ye from that which ye desire. ","为何你不曾把沾污的手触摸你自己的衣裳，而要用你被情欲所玷污的心来与我灵交，并进入我的圣城？你离开你所想望的，远了，远了。","為何你不曾把沾污的手觸摸你自己的衣裳，而要用你被情慾所玷污的心來與我靈交，並進入我的聖城？你離開你所想望的，遠了，遠了。"
431,"PassageNumber",69,69,69
432,"Invocation","O Children of Adam! ","亚当之子啊！","亞當之子啊！"
433,"MainText","Holy words and pure and goodly deeds ascend unto the heaven of celestial glory. Strive that your deeds may be cleansed from the dust of self and hypocrisy and find favor at the court of glory; for ere long the assayers of mankind shall, in the holy presence of the Adored One, accept naught but absolute virtue and deeds of stainless purity. This is the daystar of wisdom and of divine mystery that hath shone above the horizon of the divine will. Blessed are they that turn thereunto. ","圣洁的言辞，纯真与善美的行为，提升你上荣耀的天国。努力吧，使你的言行能涤除自私与虚伪的尘垢，而能在荣光之堂承受恩宠。因为，不久在众所崇拜者之圣容尊前，人类的考验者将只接纳完美的品德和纯洁无瑕的品行。这是照耀在神圣意旨之地平线上的智慧与奥秘之阳。祝福那些回头归向的人们。 ","聖潔的言辭，純真與善美的行為，提昇你上榮耀的天國。努力吧，使你的言行能滌除自私與虛偽的塵垢，而能在榮光之堂承受恩寵。因為，不久在眾所崇拜者之聖容尊前，人類的考驗者將只接納完美的品德和純潔無瑕的品行。這是照耀在神聖意旨之地平線上的智慧與奧秘之陽。祝福那些回頭歸向的人們。 "
434,"PassageNumber",70,70,70
435,"Invocation","O Son of Worldliness! ","世俗之子啊！","世俗之子啊！"
436,"MainText","Pleasant is the realm of being, wert thou to attain thereto; glorious is the domain of eternity, shouldst thou pass beyond the world of mortality; sweet is the holy ecstasy if thou drinkest of the mystic chalice from the hands of the celestial Youth. Shouldst thou attain this station, thou wouldst be freed from destruction and death, from toil and sin. ","当你抵达那里，快乐乃是存在之境。当你超脱这短暂的尘世，荣耀乃是永生之领域，如你能从那神国青年手中畅饮那玄秘的圣杯，则甜蜜乃是那圣洁的忘我之境。只要你能达到这样的境界，你就能超脱那毁灭与死亡，并免於痛苦与罪恶。 ","當你抵達那裡，快樂乃是存在之境。當你超脫這短暫的塵世，榮耀乃是永生之領域，如你能從那神國青年手中暢飲那玄秘的聖杯，則甜蜜乃是那聖潔的忘我之境。只要你能達到這樣的境界，你就能超脫那毀滅與死亡，並免於痛苦與罪惡。 "
437,"PassageNumber",71,71,71
438,"Invocation","O My Friends! ","朋友们啊！","朋友們啊！"
439,"MainText","Call ye to mind that covenant ye have entered into with Me upon Mount Párán, situate within the hallowed precincts of Zamán. I have taken to witness the concourse on high and the dwellers in the city of eternity, yet now none do I find faithful unto the covenant. Of a certainty pride and rebellion have effaced it from the hearts, in such wise that no trace thereof remaineth. Yet knowing this, I waited and disclosed it not. ","留意你与我在座落於萨门城里的巴兰山上所订定的圣约。我将此验证天之圣灵及永生之城的居民，然没有一个是忠诚而守约的。骄傲与反抗已将它完全从心中抹除掉，而竟连一丝丝痕迹都没留。你可知道，我等待着，也没将它揭露出来。 ","留意你與我在座落於薩門城裡的巴蘭山上所訂定的聖約。我將此驗證天之聖靈及永生之城的居民，然沒有一個是忠誠而守約的。驕傲與反抗已將它完全從心中抹除掉，而竟連一絲絲痕跡都沒留。你可知道，我等待著，也沒將它揭露出來。 "
440,"PassageNumber",72,72,72
441,"Invocation","O My Servant! ","我的仆人啊！","我的僕人啊！"
442,"MainText","Thou art even as a finely tempered sword concealed in the darkness of its sheath and its value hidden from the artificer’s knowledge. Wherefore come forth from the sheath of self and desire that thy worth may be made resplendent and manifest unto all the world. ","你像一把精炼的剑，藏在幽黯的剑鞘里，良工也不知它的价值。只要脱出了自私与情欲的鞘，你的价值便璀璨光辉的显露在世人之前。 ","你像一把精鍊的劍，藏在幽黯的劍鞘裡，良工也不知它的價值。只要脫出了自私與情慾的鞘，你的價值便璀璨光輝的顯露在世人之前。 "
443,"PassageNumber",73,73,73
444,"Invocation","O My Friend! ","朋友们啊！","朋友們啊！"
445,"MainText","Thou art the daystar of the heavens of My holiness, let not the defilement of the world eclipse thy splendor. Rend asunder the veil of heedlessness, that from behind the clouds thou mayest emerge resplendent and array all things with the apparel of life. ","你是我圣洁天国的太阳，别让尘世的污垢掩蚀你的光彩。撕裂那怠慢疏忽的面纱，让你从乌云後面露出华采，用生命之裳来衣被群生。 ","你是我聖潔天國的太陽，別讓塵世的污垢掩蝕你的光彩。撕裂那怠慢疏忽的面紗，讓你從烏雲後面露出華采，用生命之裳來衣被群生。 "
446,"PassageNumber",74,74,74
447,"Invocation","O Children of Vainglory! ","虚荣之子啊！","虛榮之子啊！"
448,"MainText","For a fleeting sovereignty ye have abandoned My imperishable dominion, and have adorned yourselves with the gay livery of the world and made of it your boast. By My beauty! All will I gather beneath the one-colored covering of the dust and efface all these diverse colors save them that choose My own, and that is purging from every color. ","为了转瞬即逝的权势，你舍弃了我不朽的王国，并穿戴起尘俗的冠裳而自夸自赞。凭我的圣美，除了那些选择我者之外，我将把这些一齐盖在清一色的尘土之下，拔除那些斑驳的杂色，洗净一切色彩。 ","為了轉瞬即逝的權勢，你捨棄了我不朽的王國，並穿戴起塵俗的冠裳而自誇自讚。憑我的聖美，除了那些選擇我者之外，我將把這些一齊蓋在清一色的塵土之下，拔除那些斑駁的雜色，洗淨一切色彩。 "
449,"PassageNumber",75,75,75
450,"Invocation","O Children of Negligence! ","疏忽之子啊！","疏忽之子啊！"
451,"MainText","Set not your affections on mortal sovereignty and rejoice not therein. Ye are even as the unwary bird that with full confidence warbleth upon the bough; till of a sudden the fowler Death throws it upon the dust, and the melody, the form and the color are gone, leaving not a trace. Wherefore take heed, O bondslaves of desire! ","别眷恋那瞬息的权势及欢乐。你就像不机警的鸟，满心自信地在枝头歌唱；一旦捕鸟的死神把它丢在尘土上之时，什麽歌声丶美姿丶和色彩都将云消雾散，不留一点痕迹。那麽，谨慎吧，情欲之奴！ ","別眷戀那瞬息的權勢及歡樂。你就像不機警的鳥，滿心自信地在枝頭歌唱；一旦捕鳥的死神把牠丟在塵土上之時，什麼歌聲、美姿、和色彩都將雲消霧散，不留一點痕跡。那麼，謹慎吧，情慾之奴！ "
452,"PassageNumber",76,76,76
453,"Invocation","O Son of My Handmaid! ","我仆妇之子啊！","我僕婦之子啊！"
454,"MainText","Guidance hath ever been given by words, and now it is given by deeds. Everyone must show forth deeds that are pure and holy, for words are the property of all alike, whereas such deeds as these belong only to Our loved ones. Strive then with heart and soul to distinguish yourselves by your deeds. In this wise We counsel you in this holy and resplendent tablet. ","引导一向是使用话语，现在却要使用品性作为，每个人都该表现出纯正而圣洁的品行，因为话语的性质都是一样的，而品行是我所爱的人才有。那麽，用你的心灵去奋勉，使你拥有高尚卓越的品行吧。在这圣洁光辉的书简里，我们如此的规勉你。 ","引導一向是使用話語，現在卻要使用品性作為，每個人都該表現出純正而聖潔的品行，因為話語的性質都是一樣的，而品行是我所愛的人才有。那麼，用你的心靈去奮勉，使你擁有高尚卓越的品行吧。在這聖潔光輝的書簡裡，我們如此的規勉你。 "
455,"PassageNumber",77,77,77
456,"Invocation","O Son of Justice! ","公义之子啊！","公義之子啊！"
457,"MainText","In the night-season the beauty of the immortal Being hath repaired from the emerald height of fidelity unto the Sadratu’l-Muntahá, and wept with such a weeping that the concourse on high and the dwellers of the realms above wailed at His lamenting. Whereupon there was asked, Why the wailing and weeping? He made reply: As bidden I waited expectant upon the hill of faithfulness, yet inhaled not from them that dwell on earth the fragrance of fidelity. Then summoned to return I beheld, and lo! certain doves of holiness were sore tried within the claws of the dogs of earth. Thereupon the Maid of heaven hastened forth unveiled and resplendent from Her mystic mansion, and asked of their names, and all were told but one. And when urged, the first letter thereof was uttered, whereupon the dwellers of the celestial chambers rushed forth out of their habitation of glory. And whilst the second letter was pronounced they fell down, one and all, upon the dust. At that moment a voice was heard from the inmost shrine: “Thus far and no farther.” Verily We bear witness to that which they have done and now are doing. ","夜里，永存者之美从蔚蓝的忠信之天到临沙勒都曼陀哈","夜裡，永存者之美從蔚藍的忠信之天到臨沙勒都曼陀哈"
458,"PassageNumber",78,78,78
459,"Invocation","O Son of My Handmaid! ","仆妇之子啊！","僕婦之子啊！"
460,"MainText","Quaff from the tongue of the merciful the stream of divine mystery, and behold from the dayspring of divine utterance the unveiled splendor of the daystar of wisdom. Sow the seeds of My divine wisdom in the pure soil of the heart, and water them with the waters of certitude, that the hyacinths of knowledge and wisdom may spring up fresh and green from the holy city of the heart. ","从慈悲之舌啜饮神圣奥秘之泉，从神圣宣示的黎明观看智慧之日无所障蔽的光芒。把我神圣智慧的种籽播种在纯净的心田，并浇以笃信之水，让知识与智慧的风信子能在心之圣城里长得又鲜又绿。 ","從慈悲之舌啜飲神聖奧秘之泉，從神聖宣示的黎明觀看智慧之日無所障蔽的光芒。把我神聖智慧的種籽播種在純淨的心田，並澆以篤信之水，讓知識與智慧的風信子能在心之聖城裡長得又鮮又綠。 "
461,"PassageNumber",79,79,79
462,"Invocation","O Son of Desire! ","情欲之子啊！","情慾之子啊！"
463,"MainText","How long wilt thou soar in the realms of desire? Wings have I bestowed upon thee, that thou mayest fly to the realms of mystic holiness and not the regions of satanic fancy. The comb, too, have I given thee that thou mayest dress My raven locks, and not lacerate My throat. ","你还要在情欲之境翱翔多久呢？我所给你的翅膀，乃是让你能飞到那玄妙圣洁的领域，而不是叫你飞向撒旦的幻城。我给你的梳子，也是让你妆饰我乌黑的鬈发，而非叫你割裂我的喉颈的。 ","你還要在情慾之境翱翔多久呢？我所給你的翅膀，乃是讓你能飛到那玄妙聖潔的領域，而不是叫你飛向撒旦的幻城。我給你的梳子，也是讓你粧飾我烏黑的鬈髮，而非叫你割裂我的喉頸的。 "
464,"PassageNumber",80,80,80
465,"Invocation","O My Servants! ","我的仆人们啊！","我的僕人們啊！"
466,"MainText","Ye are the trees of My garden; ye must give forth goodly and wondrous fruits, that ye yourselves and others may profit therefrom. Thus it is incumbent on every one to engage in crafts and professions, for therein lies the secret of wealth, O men of understanding! For results depend upon means, and the grace of God shall be all-sufficient unto you. Trees that yield no fruit have been and will ever be for the fire. ","你是我园里的树；你该结出优良甘美的果实，使你自己和别人都能因而获益。所以，每个人都该从事於技能与事业，因为，富裕的秘诀就在其中。有见识的人啊！有方法才有结果，上帝给你的恩惠是足够的。不结果的树，永远只该当柴烧。 ","你是我園裡的樹；你該結出優良甘美的果實，使你自己和別人都能因而獲益。所以，每個人都該從事於技能與事業，因為，富裕的秘訣就在其中。有見識的人啊！有方法才有結果，上帝給你的恩惠是足夠的。不結果的樹，永遠只該當柴燒。 "
467,"PassageNumber",81,81,81
468,"Invocation","O My Servant! ","我的仆人啊！","我的僕人啊！"
469,"MainText","The basest of men are they that yield no fruit on earth. Such men are verily counted as among the dead, nay better are the dead in the sight of God than those idle and worthless souls. ","最卑鄙的是那些不在地上结果实的人。这些人真可算是死了的。甚至在上帝的眼里，死人还比那些懒惰而无用的人好。 ","最卑鄙的是那些不在地上結果實的人。這些人真可算是死了的。甚至在上帝的眼裡，死人還比那些懶惰而無用的人好。 "
470,"PassageNumber",82,82,82
471,"Invocation","O My Servant! ","我的仆人啊！","我的僕人啊！"
472,"MainText","The best of men are they that earn a livelihood by their calling and spend upon themselves and upon their kindred for the love of God, the Lord of all worlds.","最好的是那些从事职业自谋生活的人，为了一切世界的主宰︱上帝的爱，而养活他们自己和其亲属的。 ","最好的是那些從事職業自謀生活的人，為了一切世界的主宰︱上帝的愛，而養活他們自己和其親屬的。 "
